learning_rate,epoch_1_train_loss,final_train_loss,final_val_loss,final_val_accuracy,epoch_to_loss_0.01
1e-05,0.6949925827936345,0.6946182685654244,0.693443079417207,0.3375,
0.1,0.691347068298111,0.0007275132376927086,0.00035973793669136336,1.0,100.0
10.0,7.7490661699872465,0.460864334147648,0.5435837852009782,0.675,
